0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
,,,,,,,,,,,,,,,,,,s,h,i,v,p,u,r,i,",",m,o,r,e,n,a,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,",",d,e,w,a,s,",",b,h,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i
,,,,,,,a,n,p,u,r,",",j,a,b,a,l,p,u,r,",",b,h,i,n,d,",",s,a,t,n,a,",",s,i,n,g,r,a,u,l,i,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e
,,,,,,,,,,,,,,,g,u,n,a,",",s,a,t,n,a,",",m,o,r,e,n,a,",",b,h,i,n,d,",",k,a,t,n,i,",",s,a,t,n,a,",",i,n,d,o,r,e,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",m,o,r,e,n,a,",",i,n,d,o,r,e,",",b,h,i,n,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,u,n,a,",",s,i,n,g,r,a,u,l,i,",",s,a,g,a,r,",",g,u,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",i,n,d,o,r,e,",",b,h,o,p,a,l,",",g,u,n
,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",g,u,n,a,",",b,h,i,n,d,",",b,h,o,p,a,l,",",d,e,w,a,s,",",b,u,r,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",b,h,o,p,a,l,",",g,u,n,a,",",k,h,a,n,d,w
,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",i,n,d,o,r,e,",",r,e,w,a,",",s,i,n,g,r,a,u,l,i,",",s,i,n,g,r,a,u,l,i,",",g
,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",s,a,g,a,r,",",k,h,a,n,d,w,a,",",k,a,t,n,i,",",j,a,b,a,l,p,u,r,",",b,h,i,n,d,","
,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",u,j,j,a,i,n,",",r,a,t,l,a,m,",",s,a,g,a,r,",",r,a,t,l,a,m,",",b,u,r,h,a,n,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,n,g,r,a,u,l,i,",",b,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,u,n,a,",",b,h,i,n,d,",",j,a,b,a,l,p,u,r,",",k,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",d,e,w,a,s,",",b,u,r,h,a,n,p,u,r,",",r,a,t,l,a,m,",",d,e,w,a,s,",",r
,,,,,,,,,,,,,,,,,,,,,,,,,h,a,n,p,u,r,",",r,a,t,l,a,m,",",j,a,b,a,l,p,u,r,",",k,h,a,n,d,w,a,",",s,i,n,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,n,d,o,r,e,",",r,e,w,a,",",g,w,a,l,i,o,r,",",u,j,j,a,i,n,",",d,e,w,a,s,",",k,a,t,n,i,",",s,h,i,v,p,u,r,i,",",g,w,a,l,i,o,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",b,h,i,n,d,",",d,e,w,a,s,",",s,a,g,a,r,",",k,h,a,n,d,w,a,",",s,a,t,n,a
,,,,,,,,,,,u,j,j,a,i,n,",",s,a,t,n,a,",",s,h,i,v,p,u,r,i,",",s,a,g,a,r,",",r,a,t,l,a,m,",",s,h,i,v,p,u,r,i,",",i,n,d,o,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,a,b,a,l,p,u,r,",",s,a,g,a,r,",",r,e
,,,,,,,,,,,,,,,,,,,,a,",",s,a,t,n,a,",",u,j,j,a,i,n,",",s,a,g,a,r,",",r,a,t,l,a,m,",",s,h,i,v,p,u,r,i,",",b,u,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,h,a,n,d,w,a,",",s,i,n,g,r,a,u,l,i,",",b,h,o,p,a,l,",",d,e
,,,,,,,,,,,,,,,,,,,,,,,,,,i,n,d,o,r,e,",",r,e,w,a,",",b,h,i,n,d,",",d,e,w,a,s,",",j,a,b,a,l,p,u,r,",",b
,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",d,e,w,a,s,",",r,e,w,a,",",r,a,t,l,a,m,",",b,h,o,p,a,l,",",g,w,a,l,i,o,r
,,,,,,,,,,,,,,m,o,r,e,n,a,",",d,e,w,a,s,",",s,i,n,g,r,a,u,l,i,",",k,a,t,n,i,",",b,u,r,h,a,n,p,u,r,",",j,a,b,a,l,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",m,o,r,e,n,a,",",s,a,g,a,r,",",r,e,w,a,",",b,h,i,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v,p,u,r,i,",",u,j,j,a,i,n,",",r,a,t,l,a,m,",",b,h,i,n,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",r,a,t,l,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",i,n,d,o,r,e,",",r,a,t,l,a,m,",",g,w
,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",b,u,r,h,a,n,p,u,r,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",k,a,t,n,i,",",g,w,a,l,i,o,r,",",k,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,a,b,a,l,p,u,r,",",b,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,i,n,d,",",m,o,r,e,n,a,",",k,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",u,j,j,a,i,n,",",s,h,i,v,p,u,r,i,",",b,u,r,h,a,n,p,u,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,g,r,a,u,l,i,",",b,h,o,p,a,l,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,",",g,u,n,a,",",m,o,r,e,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",r,e,w,a,",",k,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",m,o,r,e,n,a,",",b,u,r,h,a,n,p,u,r,",",u,j,j,a,i,n,",",m,o,r,e,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",u,j,j,a,i,n,",",s,i,n,g,r,a,u,l,i,",",j,a,b,a,l
,,,,,,,,,,,,,k,h,a,n,d,w,a,",",b,h,o,p,a,l,",",r,a,t,l,a,m,",",s,a,t,n,a,",",k,a,t,n,i,",",b,h,i,n,d,",",r,a,t,l,a,m,","
,,,,,,,,,,,,,,,,,a,",",g,u,n,a,",",s,i,n,g,r,a,u,l,i,",",r,a,t,l,a,m,",",u,j,j,a,i,n,",",g,u,n,a,",",j,a,b,a,l,p,u
,,,,,,,,k,a,t,n,i,",",b,h,o,p,a,l,",",s,a,t,n,a,",",b,h,i,n,d,",",k,h,a,n,d,w,a,",",g,u,n,a,",",s,h,i,v,p,u,r,i,",",r,a,t,l,a
,,,,,,,,,,,,,,,,,,,,,,,,i,",",s,h,i,v,p,u,r,i,",",s,i,n,g,r,a,u,l,i,",",s,i,n,g,r,a,u,l,i,",",k,h,a,n,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",b,h,i,n,d,",",u,j,j,a,i,n,",",r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",s,h,i,v,p,u,r,i,",",s,h,i,v,p,u,r,i,",",s
,,,,,,,,,,,,,,,,,,,,,,,,,,,d,",",b,h,o,p,a,l,",",s,a,t,n,a,",",s,i,n,g,r,a,u,l,i,",",s,a,g,a,r,",",j,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g
,,,,,,,,,b,u,r,h,a,n,p,u,r,",",s,a,t,n,a,",",s,a,t,n,a,",",g,u,n,a,",",u,j,j,a,i,n,",",k,h,a,n,d,w,a,",",k,a,t,n,i,",",s,a,t
,,,,,,,,,,,,,,,a,",",d,e,w,a,s,",",b,h,i,n,d,",",k,a,t,n,i,",",k,h,a,n,d,w,a,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,u,n,a,",",s,h,i,v,p,u,r,i,",",s,i,n,g,r,a,u,l,i,",",s,h,i,v,p,u,r,i
,,,,,,,,,,,,,,,,,n,",",s,i,n,g,r,a,u,l,i,",",r,a,t,l,a,m,",",g,w,a,l,i,o,r,",",k,a,t,n,i,",",m,o,r,e,n,a,",",s,h,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",s,i,n,g,r,a,u,l,i,",",u,j,j,a,i,n,",",r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",k,a,t,n,i,",",s,i,n,g,r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",u,j,j,a,i,n,",",r,a,t,l,a,m,",",i,n,d,o,r,e,",",u,j,j,a,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",s,i,n,g,r,a,u,l,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",i,n,d,o,r,e,",",b,u,r,h,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v,p,u,r,i,",",b,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",s,a,g,a,r,",",k,a,t,n
,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",g,w,a,l,i,o,r,",",i,n,d,o,r,e,",",b,h,o,p,a,l,",",k,a,t,n,i,",",g,w,a,l,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",i,n,d,o,r,e,",",b,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v,p,u,r,i,",",r,e,w,a,",",g,u,n,a,",",s,i,n,g,r,a,u,l
,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",b,u,r,h,a,n,p,u,r,",",m,o,r,e,n,a,",",s,h,i,v,p,u,r,i,",",r,e
,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",d,e,w,a,s,",",s,i,n,g,r,a,u,l,i,",",k,a,t,n,i,",",s,h,i,v,p,u,r,i,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,",",b,h,i,n,d,",",m,o,r,e,n,a,",",b,h,i,n,d,",",r,e,w,a,",",b,h,o,p,a
,,,,,,,,,,",",g,w,a,l,i,o,r,",",s,a,g,a,r,",",k,h,a,n,d,w,a,",",k,a,t,n,i,",",g,u,n,a,",",s,i,n,g,r,a,u,l,i,",",b,h,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",m,o,r,e,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",r,a,t,l,a,m,",",i,n,d,o,r,e,",",b,u,r,h,a,n,p,u,r,",",j,a,b,a,l
,,,,,,,,,,,,,,,,,i,v,p,u,r,i,",",b,h,o,p,a,l,",",r,e,w,a,",",k,h,a,n,d,w,a,",",r,a,t,l,a,m,",",s,a,t,n,a,",",b,h,o
,,,,,,,,,,,,,,,,,u,r,",",s,a,g,a,r,",",s,i,n,g,r,a,u,l,i,",",k,a,t,n,i,",",g,u,n,a,",",s,a,t,n,a,",",m,o,r,e,n,a,","
,,,,,,,,,,,,,,,,,,,",",b,u,r,h,a,n,p,u,r,",",g,u,n,a,",",g,w,a,l,i,o,r,",",r,e,w,a,",",k,h,a,n,d,w,a,",",r,e,w,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",b,u,r,h,a,n,p,u,r,",",s,h
,o,r,e,n,a,",",b,u,r,h,a,n,p,u,r,",",k,h,a,n,d,w,a,",",k,a,t,n,i,",",b,h,i,n,d,",",r,a,t,l,a,m,",",g,u,n,a,",",r,a,t,l,a,m,",",d,e,w,a
,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",b,h,o,p,a,l,",",i,n,d,o,r,e,",",s,h,i,v,p,u,r,i,",",s,a,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,t,n,a,",",b,h,o,p,a,l,",",k,h,a,n,d,w,a,",",r,a,t,l,a,m,",",s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,n,g,r,a,u,l,i,",",i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",k,h,a,n,d,w,a,",",b,h,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",g,w
,,,,,u,r,h,a,n,p,u,r,",",i,n,d,o,r,e,",",i,n,d,o,r,e,",",s,i,n,g,r,a,u,l,i,",",k,h,a,n,d,w,a,",",b,u,r,h,a,n,p,u,r,",",s,i,n,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",r,a,t,l,a,m,",",k,h,a,n,d,w,a,",",s,a,t,n,a,",",b,h,i,n,d,",",k,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,i,n,d,",",b,h,o,p,a,l,",",j,a,b,a,l,p,u,r,",",g,u,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",g,u,n,a,",",r,e,w,a,",",k,h,a,n,d,w,a,",",b,u,r,h,a,n,p,u,r,",",b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,u,l,i,",",k,h,a,n,d,w,a,",",u,j,j,a,i,n,",",k,a,t,n,i,",",k,h,a,n,d,w,a,",",g,w,a,l,i,o,r,",",d,e,w,a,s,",",m,o,r,e,n,a,",",b,h,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",d,e,w,a,s,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,t,n,a,",",b,h,o,p,a,l,",",r,a,t,l,a,m,",",b,u,r,h,a,n,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,h,a,n,d,w,a,",",s,a,t,n,a,",",b,u,r,h,a,n,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",b,h,i,n,d,",",k,h,a,n,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",b,u,r,h,a,n
,,d,w,a,",",b,h,o,p,a,l,",",s,i,n,g,r,a,u,l,i,",",b,u,r,h,a,n,p,u,r,",",k,h,a,n,d,w,a,",",d,e,w,a,s,",",s,h,i,v,p,u,r,i,",",b,h,o,p
,,,,,,,,,,,,i,n,g,r,a,u,l,i,",",r,e,w,a,",",b,u,r,h,a,n,p,u,r,",",k,a,t,n,i,",",r,e,w,a,",",i,n,d,o,r,e,",",b,h,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,h,a,n,d,w,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",g,w,a,l,i,o,r,",",s,a,t,n,a,",",s,h,i,v
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,t,n,i,",",b,u,r,h,a
,,,,,,,,,,,,a,u,l,i,",",b,h,o,p,a,l,",",j,a,b,a,l,p,u,r,",",b,h,i,n,d,",",d,e,w,a,s,",",d,e,w,a,s,",",s,h,i,v,p,u,r,i,","
,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",d,e,w,a,s,",",u,j,j,a,i,n,",",g,w,a,l,i,o,r,",",k,a,t,n,i,",",u,j,j,a
,,,,,,,,,,,,,,,a,m,",",u,j,j,a,i,n,",",g,u,n,a,",",k,a,t,n,i,",",g,w,a,l,i,o,r,",",g,u,n,a,",",u,j,j,a,i,n,",",i,n,d,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,t,l,a,m,",",b,h,o,p,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",k,h,a,n,d,w,a,",",g,u,n,a,",",b,h,o,p,a,l,",",s,i
,,,,,,,,,,,,k,h,a,n,d,w,a,",",r,a,t,l,a,m,",",b,h,i,n,d,",",u,j,j,a,i,n,",",m,o,r,e,n,a,",",s,h,i,v,p,u,r,i,",",b,h,i,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,",",g,w,a,l,i,o,r,",",r,e,w,a,",",b,u,r,h,a,n,p,u,r,",",g,w,a,l,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",s,a,g,a,r,",",k,h,a,n,d,w,a,",",k,h,a,n,d,w,a,",",k,h
,,,,,,,,,,,,,,,,i,n,g,r,a,u,l,i,",",d,e,w,a,s,",",g,u,n,a,",",s,i,n,g,r,a,u,l,i,",",r,e,w,a,",",s,a,t,n,a,",",g,u,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,t,n,a,",",k,a,t,n,i,",",b,h,i,n,d,",",b,u,r,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",g,w,a,l,i,o,r,",",b,h,i,n,d,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,u,n,a,",",g,u,n,a,",",s,a,t,n,a,",",i,n,d,o,r,e,",",m,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,i,v,p,u,r,i,",",s,i,n,g,r,a,u,l,i,",",s,a,t,n,a,",",k,a,t,n,i,",",b,h,o,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",j,a,b,a,l,p,u,r,",",d,e,w,a,s,",",b,h,i,n,d,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,o,p,a,l,",",j,a,b,a,l,p,u,r,",",i,n,d,o,r,e,",",m,o,r,e,n,a,",",b,h,i
,,,",",m,o,r,e,n,a,",",s,a,t,n,a,",",k,h,a,n,d,w,a,",",s,i,n,g,r,a,u,l,i,",",g,w,a,l,i,o,r,",",s,a,g,a,r,",",g,w,a,l,i,o,r,",",r,a,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,g,a,r,",",d,e,w,a,s,",",r,e,w,a,",",k,a,t,n,i,","
,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",d,e,w,a,s,",",s,i,n,g,r,a,u,l,i,",",u,j,j,a,i,n,",",d,e,w,a,s,",",k,a,t,n,i,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",b,u,r,h,a,n,p,u,r,",",k,h,a,n,d,w,a,",",j,a,b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,w,a,l,i,o,r,",",s,h,i,v,p,u,r,i,",",g
,,o,r,",",s,h,i,v,p,u,r,i,",",s,i,n,g,r,a,u,l,i,",",j,a,b,a,l,p,u,r,",",b,u,r,h,a,n,p,u,r,",",u,j,j,a,i,n,",",d,e,w,a,s,",",b,h,o,p
,,,,,r,",",g,w,a,l,i,o,r,",",k,a,t,n,i,",",g,w,a,l,i,o,r,",",s,a,t,n,a,",",g,u,n,a,",",d,e,w,a,s,",",d,e,w,a,s,",",s,a,t,n,a,",",g,w
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,t,n,i,",",b,h,o,p,a,l,",",g,w,a,l,i,o,r,",",r,e,w,a,",",s,a,g,a,r,","
,,,,,,,,,,,,,,,,,,,s,i,n,g,r,a,u,l,i,",",k,a,t,n,i,",",k,a,t,n,i,",",g,u,n,a,",",r,a,t,l,a,m,",",m,o,r,e,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",u,j,j,a,i,n,",",u,j,j,a,i,n,",",k,h,a,n,d,w,a,",",b,u,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v,p,u,r,i,",",r,e,w,a,",",k,h,a,n,d,w,a,",",r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,h,i,v
,,,,,,,,,,,s,a,g,a,r,",",m,o,r,e,n,a,",",b,u,r,h,a,n,p,u,r,",",k,a,t,n,i,",",r,e,w,a,",",i,n,d,o,r,e,",",s,a,t,n,a,",",i,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,u,r,h,a,n,p,u,r,",",j,a,b,a,l,p,u,r,",",s,a,t,n,a,",",b,h,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,o,r,e,n,a,",",j,a,b,a,l,p,u,r,",",r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",j,a,b,a,l,p,u
,,,,,,,,,,,,,,,,,,,,,,,,,b,h,i,n,d,",",u,j,j,a,i,n,",",s,i,n,g,r,a,u,l,i,",",u,j,j,a,i,n,",",g,u,n,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,",",s,a,t,n,a,",",s,i,n,g,r,a,u,l,i,",",s,a,g,a,r,",",s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,u,n,a,",",i,n,d,o,r,e,",",s,a,t,n,a,",",g,w,a,l,i,o,r,",",b,u,r,h
,,,,,,,,,,",",k,h,a,n,d,w,a,",",k,h,a,n,d,w,a,",",g,u,n,a,",",k,a,t,n,i,",",s,h,i,v,p,u,r,i,",",s,h,i,v,p,u,r,i,",",r,e,w,a
,,,,,,,,,,,,,,,b,h,o,p,a,l,",",s,h,i,v,p,u,r,i,",",b,h,o,p,a,l,",",s,a,g,a,r,",",u,j,j,a,i,n,",",k,h,a,n,d,w,a,",",r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",k,h,a,n,d,w,a,",",b,h,i,n,d,",",m,o,r,e,n,a,",",j,a,b,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",i,n,d,o,r,e
,,,,,,,,,,,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,",",k,h,a,n,d,w,a,",",s,i,n,g,r,a,u,l,i,",",i,n,d,o,r,e,",",u,j,j,a,i,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,i,n,d,o,r,e,",",s,i,n,g,r,a,u,l,i,",",b,u,r,h,a,n,p,u,r,",",b,h,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,e,w,a,s,",",b,u,r,h,a,n,p,u,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,l,i,o,r,",",k,a,t,n,i,",",j,a,b,a,l,p,u,r,",",s,a,g,a,r,",",g,w,a,l,i,o,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,j,j,a,i,n,",",k,a,t,n,i,",",b,h,i,n,d,",",k,h,a,n,d,w,a,",",g,w,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,w,a,",",d,e,w,a,s,",",g,u,n,a
,,,,,,,,,,,,,,j,a,b,a,l,p,u,r,",",s,a,g,a,r,",",b,h,i,n,d,",",s,i,n,g,r,a,u,l,i,",",j,a,b,a,l,p,u,r,",",s,h,i,v,p,u
,,,,,,,,,,,,,,,,",",b,h,i,n,d,",",b,h,o,p,a,l,",",u,j,j,a,i,n,",",b,h,o,p,a,l,",",s,h,i,v,p,u,r,i,",",u,j,j,a,i,n,","
